wc_match_id,date,stage,round,home_team,away_team,host_side,elo_home_pre,elo_away_pre,hgb_H,hgb_D,hgb_A,pois_H,pois_D,pois_A,ens_H,ens_D,ens_A,xg_home,xg_away,ft_home,ft_away,result_90,hgb_pick,pois_pick,ens_pick,px_A,px_D,px_H,overround,mkt_H,mkt_D,mkt_A,mkt_pick,hours_before_kickoff,volume_usd,n_price_points,kick_ts,match_no,edge_H,edge_D,edge_A,edge_pick,max_edge_outcome,max_edge
38,2026-06-15,Group,Group G,Iran,New Zealand,none,1894.2,1717.4,0.6012405641023976,0.23360348241562348,0.16515595348197898,0.6018291406811254,0.22254750217757874,0.17562335714129604,0.6015348523917614,0.22807549229660112,0.17038965531163752,1.8597402499716602,0.8908697641951827,2,2,D,H,H,H,0.195,0.275,0.535,1.0050000000000001,0.5323383084577115,0.2736318407960199,0.19402985074626863,H,0.9965740740740742,32750104.13143872,341,1781571600,14,0.06919654393404995,-0.04555634849941875,-0.02364019543463111,0.06919654393404995,H,0.06919654393404995
43,2026-06-15,Group,Group H,Spain,Cape Verde,none,2225.6,1652.3,0.8677174574202031,0.09956220591036082,0.03272033666943609,0.9383524689448074,0.04740930904900409,0.014238222006188388,0.9030349631825052,0.07348575747968245,0.023479279337812242,3.8480642325936447,0.4151175908708153,0,0,D,H,H,H,0.0255,0.0605,0.915,1.0010000000000001,0.914085914085914,0.06043956043956043,0.02547452547452547,H,3.9982407407407408,32517721.745509636,360,1781539200,15,-0.011050950903408796,0.013046197040122012,-0.0019952461367132267,-0.011050950903408796,D,0.013046197040122012
44,2026-06-15,Group,Group H,Saudi Arabia,Uruguay,none,1691.1,1974.2,0.14882640957485221,0.2432260662663283,0.6079475241588196,0.12589353252605087,0.1883788402633352,0.685727627210614,0.13735997105045156,0.21580245326483177,0.6468375756847168,0.8003003991768481,2.159718477091087,1,1,D,A,A,A,0.665,0.225,0.115,1.0050000000000001,0.1144278606965174,0.22388059701492535,0.6616915422885572,A,9.998611111111112,25779673.353752725,341,1781560800,16,0.02293211035393415,-0.00807814375009358,-0.014853966603840418,-0.014853966603840418,H,0.02293211035393415
49,2026-06-16,Group,Group I,France,Senegal,none,2128.9,1912.6,0.5555332997014467,0.23056176645607776,0.21390493384247555,0.6480471855399865,0.2058026046386031,0.14615020982141042,0.6017902426207167,0.21818218554734042,0.18002757183194298,1.9997220139121743,0.8254954275428434,3,1,H,H,H,H,0.125,0.215,0.665,1.005,0.6616915422885573,0.2139303482587065,0.12437810945273634,H,6.997777777777777,28930750.003222667,361,1781636400,17,-0.059901299667840635,0.004251837288633931,0.05564946237920665,-0.059901299667840635,A,0.05564946237920665
50,2026-06-16,Group,Group I,Iraq,Norway,none,1736.6,1983.4,0.14758368081292672,0.23875395268681882,0.6136623665002545,0.15079656566495145,0.20554175422819,0.6436616801068586,0.1491901232389391,0.2221478534575044,0.6286620233035566,0.8553008473672714,2.0141052977700205,1,4,A,A,A,A,0.815,0.125,0.055,0.9949999999999999,0.05527638190954774,0.1256281407035176,0.8190954773869347,A,9.997777777777777,14558232.270338055,342,1781647200,18,0.09391374132939136,0.0965197127539868,-0.19043345408337808,-0.19043345408337808,D,0.0965197127539868
55,2026-06-16,Group,Group J,Argentina,Algeria,none,2189.4,1883.2,0.6590125786758326,0.23806729023488446,0.10292013108928305,0.745561600977581,0.162684197139186,0.09175420188323317,0.7022870898267068,0.20037574368703523,0.09733716648625812,2.357810024284703,0.6943591007956738,3,0,H,H,H,H,0.125,0.225,0.645,0.995,0.6482412060301508,0.22613065326633167,0.12562814070351758,H,0.9971296296296296,24508769.30201134,360,1781658000,19,0.05404588379655606,-0.025754909579296437,-0.028290974217259457,0.05404588379655606,H,0.05404588379655606
56,2026-06-16,Group,Group J,Austria,Jordan,none,1884.8,1773.9,0.6246249820305384,0.19476721665108948,0.180607801318372,0.52262230749811,0.24524842233963173,0.2321292701622582,0.5736236447643241,0.2200078194953606,0.2063685357403151,1.6481923309932422,1.011326521118044,3,1,H,H,H,H,0.105,0.185,0.715,1.005,0.7114427860696518,0.18407960199004977,0.10447761194029852,H,3.997407407407407,12143095.787920954,356,1781668800,20,-0.13781914130532769,0.03592821750531083,0.10189092380001659,-0.13781914130532769,A,0.10189092380001659
61,2026-06-17,Group,Group K,Portugal,DR Congo,none,2059.5,1762.5,0.6757060579065232,0.21183405776449538,0.11245988432898157,0.7361759972809248,0.16727791984983806,0.09654608286923735,0.7059410275937239,0.18955598880716673,0.10450298359910946,2.3183905762925496,0.7067631913427892,1,1,D,H,H,H,0.075,0.175,0.765,1.015,0.7536945812807883,0.1724137931034483,0.07389162561576355,H,4.997222222222223,23657186.03579322,348,1781715600,21,-0.047753553687064354,0.017142195703718444,0.03061135798334591,-0.047753553687064354,A,0.03061135798334591
62,2026-06-17,Group,Group K,Uzbekistan,Colombia,none,1818.6,2063.0,0.1555953409068135,0.2427181638218887,0.6016864952712978,0.15256655811068204,0.2066442123216688,0.6407892295676492,0.1540809495087478,0.22468118807177875,0.6212378624194734,0.8591165736346007,2.004711713463754,1,3,A,A,A,A,0.705,0.195,0.095,0.995,0.09547738693467336,0.19597989949748745,0.7085427135678392,A,1.9937037037037035,23171176.316426028,356,1781748000,22,0.058603562574074425,0.0287012885742913,-0.08730485114836573,-0.08730485114836573,H,0.058603562574074425
67,2026-06-17,Group,Group L,England,Croatia,none,2094.4,1973.7,0.45157325677111687,0.276464599091036,0.2719621441378471,0.5343642925217251,0.24238719947977427,0.22324850799850054,0.49296877464642097,0.25942589928540516,0.24760532606817381,1.677725310221885,0.9926387577709186,4,2,H,H,H,H,0.175,0.255,0.565,0.9949999999999999,0.5678391959798995,0.25628140703517593,0.17587939698492464,H,7.996296296296297,26438578.07181638,367,1781726400,23,-0.07487042133347854,0.003144492250229225,0.07172592908324918,-0.07487042133347854,A,0.07172592908324918
